date,coin_name,coin_symbol,price_usd,market_cap_usd
2025-01-01,Tokenize Xchange,tkx,30.58,2445349206
2025-01-01,POL (ex-MATIC),pol,0.258073,2212812403
2025-01-01,Ethena,ena,0.409951,2166925574
2025-01-01,Algorand,algo,0.254502,2155101970
2025-01-01,First Digital USD,fdusd,0.999909,2053091152
2025-01-01,Render,render,3.95,2043052402
2025-01-01,Filecoin,fil,3.15,2021823346
2025-01-01,Kaspa,kas,0.076256,1967299680
2025-01-01,Cosmos Hub,atom,4.39,1927643495
2025-01-01,Sonic (prev. FTM),s,0.602795,1915106406
2025-01-01,Lombard Staked BTC,lbtc,91242.0,1868123204
2025-01-01,Arbitrum,arb,0.422573,1865415686
2025-01-01,Celestia,tia,3.38,1812227649
2025-01-01,Fasttoken,ftn,4.0,1717038109
2025-01-01,Jupiter,jup,0.636448,1706685184
2025-01-01,Artificial Superintelligence Alliance,fet,0.635391,1652564398
2025-01-01,Optimism,op,1.017,1648170146
2025-01-01,KuCoin,kcs,11.65,1427568301
2025-01-01,Binance-Peg WETH,weth,2295.65,1388865309
2025-01-01,Solv Protocol SolvBTC,solvbtc,91294.0,1361614661
2025-01-01,Story,ip,5.28,1318783494
2025-01-01,Kelp DAO Restaked ETH,rseth,2378.65,1305319809
2025-01-01,Quant,qnt,86.13,1252801961
2025-01-01,Injective,inj,12.24,1196532967
2025-01-01,XDC Network,xdc,0.074876,1175039192
2025-01-01,NEXO,nexo,1.17,1172002302
2025-01-01,Maker,mkr,1352.95,1152987380
2025-01-01,Movement,move,0.477362,1146033036
2025-01-01,Rocket Pool ETH,reth,2582.64,1145073385
2025-01-01,Immutable,imx,0.645368,1140730159
2025-01-01,Stacks,stx,0.746277,1131139023
2025-01-01,Sei,sei,0.236452,1101024020
2025-01-01,Theta Network,theta,1.097,1097160393
2025-01-01,Lido DAO,ldo,1.2,1076929427
2025-01-01,Worldcoin,wld,0.996048,1076818090
2025-01-01,The Graph,grt,0.111678,1065677718
2025-01-01,Usual USD,usd0,0.997619,1051246070
2025-01-01,Binance Staked SOL,bnsol,155.47,1047888988
2025-01-01,DeXe,dexe,18.33,1046300206
2025-01-01,Flare,flr,0.01751429,1036623123
2025-01-01,Mantle Staked Ether,meth,2426.11,1031622373
2025-01-01,Bonk,bonk,1.279e-05,990028890
2025-01-01,Solv Protocol SolvBTC.BBN,solvbtc.bbn,91478.0,935205010
2025-01-01,JasmyCoin,jasmy,0.01791452,867448206
2025-01-01,EOS,eos,0.56238,850757798
2025-01-01,GALA,gala,0.01922212,832808702
2025-01-01,IOTA,iota,0.22377,817967574
2025-01-01,Telcoin,tel,0.00888773,816740002
2025-01-02,Bitcoin,btc,91261.0,1808961492406
2025-01-02,Ethereum,eth,2292.42,276267054048
2025-01-02,XRP,xrp,2.58,149120704155
2025-01-02,Tether,usdt,1.0,142739006529
2025-01-02,BNB,bnb,603.57,87954531611
2025-01-02,Solana,sol,151.01,76594032372
2025-01-02,USDC,usdc,0.999889,57197909049
2025-01-02,Cardano,ada,0.953468,34288032427
2025-01-02,Dogecoin,doge,0.21035,31160096291
2025-01-02,Lido Staked Ether,steth,2294.5,21549381718
2025-01-02,TRON,trx,0.246099,21160013067
2025-01-02,Pi Network,pi,1.92,13513283454
2025-01-02,Wrapped Bitcoin,wbtc,91077.0,11754557966
2025-01-02,Chainlink,link,17.17,10936957458
2025-01-02,Hedera,hbar,0.250502,10499967078
2025-01-02,Wrapped stETH,wsteth,2756.71,9657681668
2025-01-02,Stellar,xlm,0.303845,9310909878
2025-01-02,LEO Token,leo,9.92,9140192553
2025-01-02,Avalanche,avax,21.91,9070869700
2025-01-02,Sui,sui,2.69,8533922986
2025-01-02,Litecoin,ltc,109.41,8252788767
2025-01-02,USDS,usds,0.999825,8215530084
2025-01-02,Shiba Inu,shib,1.353e-05,7970122215
2025-01-02,Bitcoin Cash,bch,397.77,7879744506
2025-01-02,Toncoin,ton,3.04,7534172769
2025-01-02,Polkadot,dot,4.57,6947033848
2025-01-02,MANTRA,om,6.97,6785788526
2025-01-02,WETH,weth,2296.09,6705099157
2025-01-02,Hyperliquid,hype,17.12,5704536265
2025-01-02,Bitget Token,bgb,4.7,5634459206
2025-01-02,Ethena USDe,usde,0.998944,5437770206
2025-01-02,Wrapped eETH,weeth,2435.61,4652471057
2025-01-02,Uniswap,uni,7.54,4525791253
2025-01-02,WhiteBIT Coin,wbt,30.22,4353734711
2025-01-02,Monero,xmr,232.99,4293005626
2025-01-02,Ondo,ondo,1.17,3691613673
2025-01-02,NEAR Protocol,near,3.07,3648938477
2025-01-02,Aptos,apt,6.18,3642052196
2025-01-02,Aave,aave,230.68,3484014470
2025-01-02,Dai,dai,1.0,3267930751
2025-01-02,sUSDS,susds,1.042,3242968189
2025-01-02,Ethereum Classic,etc,20.64,3113373911
2025-01-02,Internet Computer,icp,6.38,3073120539
2025-01-02,Pepe,pepe,7.19e-06,3023386097
2025-01-02,Official Trump,trump,13.66,2729311926
2025-01-02,Gate,gt,21.94,2698477018
2025-01-02,OKB,okb,44.17,2650485512
2025-01-02,Coinbase Wrapped BTC,cbbtc,91332.0,2621846113
2025-01-02,Bittensor,tao,306.13,2585835032
2025-01-02,VeChain,vet,0.02931826,2517202154
2025-01-02,Mantle,mnt,0.741394,2495043932
2025-01-02,Cronos,cro,0.089132,2456564869
2025-01-02,Tokenize Xchange,tkx,30.58,2445349206
2025-01-02,POL (ex-MATIC),pol,0.258073,2212812403
2025-01-02,Ethena,ena,0.409951,2166925574
2025-01-02,Algorand,algo,0.254502,2155101970
2025-01-02,First Digital USD,fdusd,0.999909,2053091152
2025-01-02,Render,render,3.95,2043052402
2025-01-02,Filecoin,fil,3.15,2021823346
2025-01-02,Kaspa,kas,0.076256,1967299680
2025-01-02,Cosmos Hub,atom,4.39,1927643495
2025-01-02,Sonic (prev. FTM),s,0.602795,1915106406
2025-01-02,Lombard Staked BTC,lbtc,91242.0,1868123204
2025-01-02,Arbitrum,arb,0.422573,1865415686
2025-01-02,Celestia,tia,3.38,1812227649
2025-01-02,Fasttoken,ftn,4.0,1717038109
2025-01-02,Jupiter,jup,0.636448,1706685184
2025-01-02,Artificial Superintelligence Alliance,fet,0.635391,1652564398
2025-01-02,Optimism,op,1.017,1648170146
2025-01-02,KuCoin,kcs,11.65,1427568301
2025-01-02,Binance-Peg WETH,weth,2295.65,1388865309
2025-01-02,Solv Protocol SolvBTC,solvbtc,91294.0,1361614661
2025-01-02,Story,ip,5.28,1318783494
2025-01-02,Kelp DAO Restaked ETH,rseth,2378.65,1305319809
2025-01-02,Quant,qnt,86.13,1252801961
2025-01-02,Injective,inj,12.24,1196532967
2025-01-02,XDC Network,xdc,0.074876,1175039192
2025-01-02,NEXO,nexo,1.17,1172002302
2025-01-02,Maker,mkr,1352.95,1152987380
2025-01-02,Movement,move,0.477362,1146033036
2025-01-02,Rocket Pool ETH,reth,2582.64,1145073385
2025-01-02,Immutable,imx,0.645368,1140730159
2025-01-02,Stacks,stx,0.746277,1131139023
2025-01-02,Sei,sei,0.236452,1101024020
2025-01-02,Theta Network,theta,1.097,1097160393
2025-01-02,Lido DAO,ldo,1.2,1076929427
2025-01-02,Worldcoin,wld,0.996048,1076818090
2025-01-02,The Graph,grt,0.111678,1065677718
2025-01-02,Usual USD,usd0,0.997619,1051246070
2025-01-02,Binance Staked SOL,bnsol,155.47,1047888988
2025-01-02,DeXe,dexe,18.33,1046300206
2025-01-02,Flare,flr,0.01751429,1036623123
2025-01-02,Mantle Staked Ether,meth,2426.11,1031622373
2025-01-02,Bonk,bonk,1.279e-05,990028890
2025-01-02,Solv Protocol SolvBTC.BBN,solvbtc.bbn,91478.0,935205010
2025-01-02,JasmyCoin,jasmy,0.01791452,867448206
2025-01-02,EOS,eos,0.56238,850757798
2025-01-02,GALA,gala,0.01922212,832808702
2025-01-02,IOTA,iota,0.22377,817967574
2025-01-02,Telcoin,tel,0.00888773,816740002
2025-01-03,Bitcoin,btc,91261.0,1808961492406
2025-01-03,Ethereum,eth,2292.42,276267054048
2025-01-03,XRP,xrp,2.58,149120704155
2025-01-03,Tether,usdt,1.0,142739006529
2025-01-03,BNB,bnb,603.57,87954531611
2025-01-03,Solana,sol,151.01,76594032372
2025-01-03,USDC,usdc,0.999889,57197909049
2025-01-03,Cardano,ada,0.953468,34288032427
2025-01-03,Dogecoin,doge,0.21035,31160096291
2025-01-03,Lido Staked Ether,steth,2294.5,21549381718
2025-01-03,TRON,trx,0.246099,21160013067
2025-01-03,Pi Network,pi,1.92,13513283454
2025-01-03,Wrapped Bitcoin,wbtc,91077.0,11754557966
2025-01-03,Chainlink,link,17.17,10936957458
2025-01-03,Hedera,hbar,0.250502,10499967078
2025-01-03,Wrapped stETH,wsteth,2756.71,9657681668
2025-01-03,Stellar,xlm,0.303845,9310909878
2025-01-03,LEO Token,leo,9.92,9140192553
2025-01-03,Avalanche,avax,21.91,9070869700
2025-01-03,Sui,sui,2.69,8533922986
2025-01-03,Litecoin,ltc,109.41,8252788767
2025-01-03,USDS,usds,0.999825,8215530084
2025-01-03,Shiba Inu,shib,1.353e-05,7970122215
2025-01-03,Bitcoin Cash,bch,397.77,7879744506
2025-01-03,Toncoin,ton,3.04,7534172769
2025-01-03,Polkadot,dot,4.57,6947033848
2025-01-03,MANTRA,om,6.97,6785788526
2025-01-03,WETH,weth,2296.09,6705099157
2025-01-03,Hyperliquid,hype,17.12,5704536265
2025-01-03,Bitget Token,bgb,4.7,5634459206
2025-01-03,Ethena USDe,usde,0.998944,5437770206
2025-01-03,Wrapped eETH,weeth,2435.61,4652471057
2025-01-03,Uniswap,uni,7.54,4525791253
2025-01-03,WhiteBIT Coin,wbt,30.22,4353734711
2025-01-03,Monero,xmr,232.99,4293005626
2025-01-03,Ondo,ondo,1.17,3691613673
2025-01-03,NEAR Protocol,near,3.07,3648938477
2025-01-03,Aptos,apt,6.18,3642052196
2025-01-03,Aave,aave,230.68,3484014470
2025-01-03,Dai,dai,1.0,3267930751
2025-01-03,sUSDS,susds,1.042,3242968189
2025-01-03,Ethereum Classic,etc,20.64,3113373911
2025-01-03,Internet Computer,icp,6.38,3073120539
2025-01-03,Pepe,pepe,7.19e-06,3023386097
2025-01-03,Official Trump,trump,13.66,2729311926
2025-01-03,Gate,gt,21.94,2698477018
2025-01-03,OKB,okb,44.17,2650485512
2025-01-03,Coinbase Wrapped BTC,cbbtc,91332.0,2621846113
2025-01-03,Bittensor,tao,306.13,2585835032
2025-01-03,VeChain,vet,0.02931826,2517202154
2025-01-03,Mantle,mnt,0.741394,2495043932
2025-01-03,Cronos,cro,0.089132,2456564869
2025-01-03,Tokenize Xchange,tkx,30.58,2445349206
2025-01-03,POL (ex-MATIC),pol,0.258073,2212812403
2025-01-03,Ethena,ena,0.409951,2166925574
2025-01-03,Algorand,algo,0.254502,2155101970
2025-01-03,First Digital USD,fdusd,0.999909,2053091152
2025-01-03,Render,render,3.95,2043052402
2025-01-03,Filecoin,fil,3.15,2021823346
2025-01-03,Kaspa,kas,0.076256,1967299680
2025-01-03,Cosmos Hub,atom,4.39,1927643495
2025-01-03,Sonic (prev. FTM),s,0.602795,1915106406
2025-01-03,Lombard Staked BTC,lbtc,91242.0,1868123204
2025-01-03,Arbitrum,arb,0.422573,1865415686
2025-01-03,Celestia,tia,3.38,1812227649
2025-01-03,Fasttoken,ftn,4.0,1717038109
2025-01-03,Jupiter,jup,0.636448,1706685184
2025-01-03,Artificial Superintelligence Alliance,fet,0.635391,1652564398
2025-01-03,Optimism,op,1.017,1648170146
2025-01-03,KuCoin,kcs,11.65,1427568301
2025-01-03,Binance-Peg WETH,weth,2295.65,1388865309
2025-01-03,Solv Protocol SolvBTC,solvbtc,91294.0,1361614661
2025-01-03,Story,ip,5.28,1318783494
2025-01-03,Kelp DAO Restaked ETH,rseth,2378.65,1305319809
2025-01-03,Quant,qnt,86.13,1252801961
2025-01-03,Injective,inj,12.24,1196532967
2025-01-03,XDC Network,xdc,0.074876,1175039192
2025-01-03,NEXO,nexo,1.17,1172002302
2025-01-03,Maker,mkr,1352.95,1152987380
2025-01-03,Movement,move,0.477362,1146033036
2025-01-03,Rocket Pool ETH,reth,2582.64,1145073385
2025-01-03,Immutable,imx,0.645368,1140730159
2025-01-03,Stacks,stx,0.746277,1131139023
2025-01-03,Sei,sei,0.236452,1101024020
2025-01-03,Theta Network,theta,1.097,1097160393
2025-01-03,Lido DAO,ldo,1.2,1076929427
2025-01-03,Worldcoin,wld,0.996048,1076818090
2025-01-03,The Graph,grt,0.111678,1065677718
2025-01-03,Usual USD,usd0,0.997619,1051246070
2025-01-03,Binance Staked SOL,bnsol,155.47,1047888988
2025-01-03,DeXe,dexe,18.33,1046300206
2025-01-03,Flare,flr,0.01751429,1036623123
2025-01-03,Mantle Staked Ether,meth,2426.11,1031622373
2025-01-03,Bonk,bonk,1.279e-05,990028890
2025-01-03,Solv Protocol SolvBTC.BBN,solvbtc.bbn,91478.0,935205010
2025-01-03,JasmyCoin,jasmy,0.01791452,867448206
2025-01-03,EOS,eos,0.56238,850757798
2025-01-03,GALA,gala,0.01922212,832808702
2025-01-03,IOTA,iota,0.22377,817967574
2025-01-03,Telcoin,tel,0.00888773,816740002
